date,stock,operation
2020-02-24,TDOC,Sell
2020-02-24,TWOU,Buy
2020-02-24,TWTR,Buy
2020-02-24,XLNX,Buy
2020-02-24,ZM,Sell
2020-02-24,GM,Sell
2020-02-24,KMTUY US,Buy
2020-02-24,PRLB,Buy
2020-02-24,AVAV,Buy
2020-02-24,CRSP,Buy
2020-02-24,EB,Sell
2020-02-24,LC,Buy
2020-02-24,NFLX,Sell
2020-02-24,NVTA,Buy
2020-02-24,TTD,Sell
2020-02-24,CBMG,Sell
2020-02-24,INO,Sell
2020-02-24,PACB,Buy
2020-02-24,PSTG,Buy
2020-02-21,SQ,Sell
2020-02-21,TSLA,Sell
2020-02-21,ZS,Buy
2020-02-21,AVAV,Buy
2020-02-21,LC,Buy
2020-02-21,NVTA,Buy
2020-02-21,PD,Buy
2020-02-21,ROKU,Buy
2020-02-21,TTD,Sell
2020-02-21,ARCT,Sell
2020-02-21,CBMG,Sell
2020-02-21,CDXS,Buy
2020-02-21,CGEN,Sell
2020-02-21,CLLS,Sell
2020-02-21,CRSP,Buy
2020-02-21,FATE,Sell
2020-02-21,PACB,Buy
2020-02-21,VCYT,Sell
2020-02-20,SNPS,Buy
2020-02-20,Z,Sell
2020-02-20,TWOU,Sell
2020-02-20,AVAV,Buy
2020-02-20,CRSP,Buy
2020-02-20,EB,Sell
2020-02-20,IOVA,Buy
2020-02-20,LC,Buy
2020-02-20,NVTA,Buy
2020-02-20,PD,Buy
2020-02-20,PYPL,Sell
2020-02-20,TWTR,Buy
2020-02-20,ARCT,Sell
2020-02-20,CBMG,Sell
2020-02-20,CDXS,Buy
2020-02-20,CLLS,Sell
2020-02-20,FATE,Sell
2020-02-20,NSTG,Sell
2020-02-20,PACB,Buy
2020-02-20,TDOC,Sell
2020-02-20,TWST,Buy
2020-02-20,VCYT,Sell
2020-02-19,PINS,Buy
2020-02-19,TSLA,Sell
2020-02-19,AVAV,Buy
2020-02-19,CGEN,Sell
2020-02-19,CRSP,Buy
2020-02-19,EB,Sell
2020-02-19,IOVA,Buy
2020-02-19,PD,Buy
2020-02-18,AVAV,Buy
2020-02-18,EB,Sell
2020-02-18,PD,Buy
2020-02-18,Z,Sell
2020-02-18,INO,Sell
2020-02-18,IOVA,Buy
2020-02-18,PACB,Buy
2020-02-18,TDOC,Sell
2020-02-14,AVAV,Buy
2020-02-14,EB,Sell
2020-02-14,ROKU,Buy
2020-02-14,SQ,Sell
2020-02-14,Z,Sell
2020-02-14,TSLA,Sell
2020-02-13,PRLB,Buy
2020-02-13,CLDR,Sell
2020-02-13,PSTG,Buy
2020-02-12,ARCT,Sell
2020-02-12,CGEN,Sell
2020-02-12,EB,Sell
2020-02-12,PRLB,Buy
2020-02-12,PSTG,Buy
2020-02-12,SPLK,Sell
2020-02-12,TWOU,Sell
2020-02-12,Z,Sell
2020-02-11,MELI,Buy
2020-02-11,ARCT,Sell
2020-02-11,CGEN,Sell
2020-02-11,NSTG,Sell
2020-02-11,PACB,Buy
2020-02-11,CRM,Sell
2020-02-11,EB,Sell
2020-02-11,IRDM,Buy
2020-02-11,PSTG,Buy
2020-02-11,SPLK,Sell
2020-02-11,TWOU,Sell
2020-02-11,Z,Sell
2020-02-11,CLDR,Sell
2020-02-11,SPOT,Buy
2020-02-10,MELI,Buy
2020-02-10,PINS,Buy
2020-02-10,SHOP,Sell
2020-02-10,SPLK,Sell
2020-02-10,PACB,Buy
2020-02-10,TDOC,Sell
2020-02-10,TWST,Sell
2020-02-10,ADSK,Sell
2020-02-10,EB,Sell
2020-02-10,IRDM,Buy
2020-02-10,NSTG,Sell
2020-02-10,Z,Sell
2020-02-10,PRLB,Buy
2020-02-10,CLDR,Sell
2020-02-07,IONS,Sell
2020-02-07,PACB,Buy
2020-02-07,IRDM,Buy
2020-02-07,MELI,Sell
2020-02-07,PRLB,Buy
2020-02-07,SPLK,Sell
2020-02-07,SQ,Sell
2020-02-07,TDOC,Sell
2020-02-07,TWOU,Sell
2020-02-07,TWTR,Buy
2020-02-07,Z,Sell
2020-02-07,NVDA,Sell
2020-02-06,Z1P AU,Sell
2020-02-06,8473 JP,Buy
2020-02-06,IBKR,Buy
2020-02-06,TREE,Buy
2020-02-06,WDAY,Buy
2020-02-06,CGEN,Sell
2020-02-06,AVAV,Buy
2020-02-06,CRM,Sell
2020-02-06,IRDM,Buy
2020-02-06,PRLB,Buy
2020-02-06,SPLK,Sell
2020-02-06,TCEHY,Sell
2020-02-06,TTD,Sell
2020-02-06,ADSK,Sell
2020-02-06,AMZN,Sell
2020-02-06,NVDA,Sell
2020-02-06,TER,Sell
2020-02-05,AMZN,Sell
2020-02-05,NVDA,Sell
2020-02-05,SNAP,Buy
2020-02-05,SPOT,Buy
2020-02-05,TDOC,Sell
2020-02-05,Z,Sell
2020-02-05,AVAV,Buy
2020-02-05,CERS,Buy
2020-02-05,CGEN,Sell
2020-02-05,IRDM,Buy
2020-02-05,NSTG,Sell
2020-02-05,ARCT,Sell
2020-02-05,INO,Buy
2020-02-05,IONS,Sell
2020-02-05,SI,Buy
2020-02-04,SI,Buy
2020-02-04,ARCT,Sell
2020-02-04,INO,Buy
2020-02-04,IONS,Sell
2020-02-04,NSTG,Sell
2020-02-04,NVTA,Buy
2020-02-04,AVAV,Buy
2020-02-04,CERS,Buy
2020-02-04,CGEN,Sell
2020-02-04,CRSP,Buy
2020-02-04,ILMN,Buy
2020-02-04,IRDM,Buy
2020-02-04,NFLX,Buy
2020-02-04,PINS,Buy
2020-02-04,PRLB,Buy
2020-02-04,PSTG,Buy
2020-02-04,ROKU,Buy
2020-02-04,TSLA,Sell
2020-02-04,TWOU,Buy
2020-02-04,TWTR,Buy
2020-02-04,CAT,Buy
2020-02-04,DE,Buy
2020-02-04,GOOG,Buy
2020-02-04,NXPI,Buy
2020-02-04,ROK,Buy
2020-02-03,AAPL,Sell
2020-02-03,CRM,Sell
2020-02-03,HDB,Buy
2020-02-03,PDD,Buy
2020-02-03,SCHW,Buy
2020-02-03,SI,Buy
2020-02-03,SPLK,Sell
2020-02-03,Z,Sell
2020-02-03,ARCT,Sell
2020-02-03,NSTG,Sell
2020-02-03,NVTA,Buy
2020-02-03,AVAV,Buy
2020-02-03,CGEN,Sell
2020-02-03,IRDM,Buy
2020-02-03,CAT,Buy
2020-02-03,DE,Buy
2020-02-03,GOOG,Buy
2020-02-03,KTOS,Buy
2020-02-03,NVDA,Sell
2020-02-03,ROK,Buy
2020-02-03,TSLA,Sell
2020-02-03,TWOU,Buy
2020-02-03,XLNX,Buy
2020-02-03,HUYA,Buy
2020-02-03,SE,Buy
2020-02-03,TREE,Buy
2020-02-03,ZM,Buy
2020-01-31,SI,Buy
2020-01-31,ARCT,Sell
2020-01-31,NSTG,Sell
2020-01-31,VCYT,Buy
2020-01-31,AVAV,Buy
2020-01-31,CGEN,Sell
2020-01-31,IRDM,Buy
2020-01-31,ROKU,Buy
2020-01-31,TSLA,Sell
2020-01-31,KTOS,Buy
2020-01-31,TWOU,Buy
2020-01-31,PINS,Buy
2020-01-31,TTD,Sell
2020-01-31,Z,Sell
2020-01-30,AAPL,Sell
2020-01-30,PYPL,Buy
2020-01-30,SI,Buy
2020-01-30,SQ,Sell
2020-01-30,ARCT,Sell
2020-01-30,CRSP,Buy
2020-01-30,ILMN,Buy
2020-01-30,INO,Sell
2020-01-30,IONS,Sell
2020-01-30,PSNL,Buy
2020-01-30,TDOC,Sell
2020-01-30,AVAV,Buy
2020-01-30,CGEN,Sell
2020-01-30,TSLA,Sell
2020-01-30,APTV,Buy
2020-01-30,KTOS,Buy
2020-01-30,TRMB,Buy
2020-01-30,TSM,Buy
2020-01-30,XLNX,Buy
2020-01-30,TTD,Sell
2020-01-30,TWOU,Buy
2020-01-29,4689 JP,Buy
2020-01-29,4755 JP ,Sell
2020-01-29,PINS,Buy
2020-01-29,TREE,Buy
2020-01-29,CERS,Buy
2020-01-29,PSNL,Buy
2020-01-29,TWST,Buy
2020-01-29,CGEN,Sell
2020-01-29,NSTG,Sell
2020-01-29,TSLA,Sell
2020-01-29,TWOU,Buy
2020-01-29,XLNX,Buy
2020-01-29,CGNX,Sell
2020-01-29,TTD,Sell
2020-01-29,Z,Sell
2020-01-28,AAPL,Sell
2020-01-28,AAPL,Buy
2020-01-28,PSNL,Buy
2020-01-28,TWST,Buy
2020-01-28,NSTG,Sell
2020-01-28,TWOU,Buy
2020-01-28,CGNX,Sell
2020-01-27,CGNX,Sell
2020-01-27,CSOD,Buy
2020-01-27,XLNX,Buy
2020-01-27,AMD,Sell
2020-01-27,PSTG,Buy
2020-01-27,NSTG,Sell
2020-01-27,PINS,Buy
2020-01-27,ROKU,Buy
2020-01-27,TTD,Sell
2020-01-27,TWOU,Buy
2020-01-27,FATE,Buy
2020-01-27,INO,Sell
2020-01-27,PSNL,Buy
2020-01-27,TWST,Buy
2020-01-24,CLDR,Sell
2020-01-24,HUYA,Buy
2020-01-24,CRSP,Buy
2020-01-24,MELI,Sell
2020-01-24,SQ,Buy
2020-01-24,TER,Sell
2020-01-24,TWOU,Buy
2020-01-24,Z,Sell
2020-01-24,AAPL,Sell
2020-01-23,AAPL,Sell
2020-01-23,PYPL,Buy
2020-01-23,CLDR,Sell
2020-01-23,HUYA,Buy
2020-01-22,4689 JP,Buy
2020-01-22,SHOP,Sell
2020-01-22,NFLX,Buy
2020-01-22,TSLA,Sell
2020-01-22,DANE IT,Buy
2020-01-22,TARO,Buy
2020-01-22,MTLS,Buy
2020-01-22,PTC,Buy
2020-01-21,STMN SE,Sell
2020-01-21,ALMDG FP,Sell
2020-01-21,ALTR,Buy
2020-01-21,MTLS,Buy
2020-01-21,PRLB,Buy
2020-01-21,BATM IT,Sell
2020-01-21,BEZQ IT,Sell
2020-01-21,CEL IT,Buy
2020-01-21,ESLT IT,Buy
2020-01-21,FATTAL IT,Sell
2020-01-21,HLAN IT,Sell
2020-01-21,INCR IT,Sell
2020-01-21,MTRX IT,Buy
2020-01-21,ONE IT,Buy
2020-01-21,PTNR IT,Buy
2020-01-21,ITRN,Buy
2020-01-21,RDHL,Buy
2020-01-21,SEDG,Buy
2020-01-17,OERL SE,Sell
2020-01-17,STMN SE,Sell
2020-01-17,AM3D GR,Sell
2020-01-17,BDT GR,Sell
2020-01-17,HEN3 GR,Buy
2020-01-17,SIE GR,Sell
2020-01-17,SGL GR,Buy
2020-01-17,AKE FP,Buy
2020-01-17,ALMDG FP,Sell
2020-01-17,DSY SJ,Buy
2020-01-17,RSW LN,Sell
2020-01-17,3402 JP,Buy
2020-01-17,DSM NA,Buy
2020-01-17,HEXAB SS,Sell
2020-01-17,SAND SS,Sell
2020-01-17,ADSK,Buy
2020-01-17,ALGN,Sell
2020-01-17,ALTR,Buy
2020-01-17,AME,Sell
2020-01-17,ANSS,Buy
2020-01-17,ARNC,Sell
2020-01-17,ATI,Buy
2020-01-17,CFMS,Sell
2020-01-17,CRS,Buy
2020-01-17,DD,Buy
2020-01-17,DDD,Sell
2020-01-17,FARO,Sell
2020-01-17,GE,Sell
2020-01-17,HPQ,Sell
2020-01-17,HXL,Buy
2020-01-17,KALU,Buy
2020-01-17,KODK,Sell
2020-01-17,MSFT,Buy
2020-01-17,MTLS,Buy
2020-01-17,NUVA,Sell
2020-01-17,PRLB,Buy
2020-01-17,PTC,Buy
2020-01-17,SSYS,Sell
2020-01-17,SYK,Buy
2020-01-17,TRMB,Buy
2020-01-17,UCTT,Sell
2020-01-17,UPS,Buy
2020-01-17,XONE,Sell
2020-01-17,XRX,Sell
2020-01-17,AUDC,Sell
2020-01-17,CAMT,Sell
2020-01-17,ENLV,Sell
2020-01-17,GLMD,Sell
2020-01-17,INMD,Sell
2020-01-17,RADA,Buy
2020-01-17,RDHL,Sell
2020-01-17,SPNS,Buy
2020-01-17,TEVA,Buy
2020-01-17,URGN,Sell
2020-01-16,AM3D GR,Sell
2020-01-16,ALMDG FP,Sell
2020-01-16,CFMS,Sell
2020-01-16,MTLS,Buy
2020-01-16,XONE,Sell
2020-01-16,BATM IT,Sell
2020-01-16,BEZQ IT,Buy
2020-01-16,BSEN IT,Buy
2020-01-16,CEL IT,Buy
2020-01-16,DANE IT,Buy
2020-01-16,ESLT IT,Buy
2020-01-16,FATTAL,Buy
2020-01-16,FBRT IT,Sell
2020-01-16,GILT IT,Sell
2020-01-16,HLAN IT,Buy
2020-01-16,INCR IT,Sell
2020-01-16,KMDA IT,Sell
2020-01-16,MGIC IT,Sell
2020-01-16,MLTM IT,Sell
2020-01-16,MTRX IT,Buy
2020-01-16,ONE ,Buy
2020-01-16,PTNR,Buy
2020-01-16,ALLT,Buy
2020-01-16,AUDC,Sell
2020-01-16,CAMT,Buy
2020-01-16,CGEN,Sell
2020-01-16,CHKP,Buy
2020-01-16,CRNT,Buy
2020-01-16,CYBR,Buy
2020-01-16,ENLV,Sell
2020-01-16,FVRR,Buy
2020-01-16,GLMD,Sell
2020-01-16,INMD,Sell
2020-01-16,ITRN,Buy
2020-01-16,MLNX,Buy
2020-01-16,NICE,Buy
2020-01-16,NVMI,Buy
2020-01-16,PERI,Sell
2020-01-16,RADA,Buy
2020-01-16,RDHL,Buy
2020-01-16,RDWR,Buy
2020-01-16,SEDG,Buy
2020-01-16,SILC,Sell
2020-01-16,SLGL,Buy
2020-01-16,SPNS,Buy
2020-01-16,SSYS,Buy
2020-01-16,TARO,Buy
2020-01-16,TEVA,Buy
2020-01-16,TSEM,Buy
2020-01-16,URGN,Sell
2020-01-16,WIX,Buy
2020-01-15,Z1P,Buy
2020-01-15,CDXS,Sell
2020-01-15,CERS,Buy
2020-01-15,PSNL,Buy
2020-01-15,TWST,Buy
2020-01-15,LC,Buy
2020-01-15,BATM IT,Sell
2020-01-15,FBRT IT,Sell
2020-01-15,GILT IT,Sell
2020-01-15,INCR IT,Sell
2020-01-15,KMDA IT,Sell
2020-01-15,MGIC IT,Sell
2020-01-15,MLTM IT,Sell
2020-01-15,ENLV,Sell
2020-01-15,SILC,Sell
2020-01-14,CLDR,Sell
2020-01-14,HUYA,Buy
2020-01-14,LC,Buy
2020-01-14,PSTG,Buy
2020-01-14,VCYT,Sell
2020-01-14,ILMN,Buy
2020-01-14,AAPL,Sell
2020-01-14,CDXS,Sell
2020-01-14,CERS,Buy
2020-01-14,EDIT,Sell
2020-01-14,INCY,Buy
2020-01-14,PSNL,Buy
2020-01-14,TDOC,Sell
2020-01-13,CGNX,Sell
2020-01-13,KTOS,Buy
2020-01-13,AMD,Sell
2020-01-13,BABA,Sell
2020-01-13,CLDR,Sell
2020-01-13,CRM,Sell
2020-01-13,HUYA,Buy
2020-01-13,LC,Buy
2020-01-13,NVDA,Sell
2020-01-13,PINS,Buy
2020-01-13,PSTG,Buy
2020-01-13,PYPL,Buy
2020-01-13,SE,Buy
2020-01-13,TCEHY,Buy
2020-01-13,TSLA,Sell
2020-01-13,VCYT,Sell
2020-01-13,Z,Sell
2020-01-13,ILMN,Buy
2020-01-13,TTD,Sell
2020-01-13,CGEN,Sell
2020-01-13,PSNL,Buy
2020-01-13,TDOC,Sell
2020-01-13,ICE,Buy
2020-01-13,MELI,Sell
2020-01-13,NDAQ,Sell
2020-01-13,SHOP,Sell
2020-01-10,CDNA,Buy
2020-01-10,CGEN,Sell
2020-01-10,IOVA,Sell
2020-01-10,MELI,Sell
2020-01-10,ROKU,Buy
2020-01-10,TCEHY,Buy
2020-01-10,TSLA,Sell
2020-01-09,BLCM,Sell
2020-01-09,PSTG,Buy
2020-01-08,BLCM,Sell
2020-01-08,NVTA,Buy
2020-01-08,PSTG,Buy
2020-01-08,TSLA,Sell
2020-01-08,SPOT,Buy
2020-01-07,BLCM,Sell
2020-01-07,NVTA,Buy
2020-01-07,SE,Buy
2020-01-07,TSLA,Sell
2020-01-06,BLCM,Sell
2020-01-06,NVTA,Buy
2020-01-06,PINS,Buy
2020-01-06,TSLA,Sell
2020-01-06,NXPI,Buy
2020-01-06,RKUNY,Sell
2020-01-06,SNPS,Buy
2020-01-06,SE,Buy
2020-01-06,TDOC,Sell
2020-01-06,TTD,Sell
2020-01-06,TWOU,Sell
2020-01-03,NVTA,Buy
2020-01-03,BLCM,Sell
2020-01-03,INCY,Buy
2020-01-03,TDOC,Sell
2020-01-02,CRSP,Buy
2020-01-02,TSLA,Sell
2020-01-02,AAPL,Sell
2020-01-02,IOVA,Sell
2020-01-02,TDOC,Sell
2020-01-02,XON,Buy
2019-12-31,ADSK,Sell
2019-12-31,NVTA,Buy
2019-12-31,TER,Sell
2019-12-30,CGNX,Sell
2019-12-30,GOOG,Buy
2019-12-30,IRDM,Buy
2019-12-30,NVDA,Sell
2019-12-30,TER,Sell
2019-12-30,XLNX,Buy
2019-12-30,AYX,Buy
2019-12-30,CLDR,Sell
2019-12-30,ROKU,Buy
2019-12-30,SQ,Buy
2019-12-30,Z,Sell
2019-12-30,ZS,Buy
2019-12-30,TSLA,Sell
2019-12-30,TDOC,Sell
2019-12-30,TWST,Buy
2019-12-30,AAPL,Sell
2019-12-27,NVTA,Buy
2019-12-27,Z,Sell
2019-12-27,4755 JP ,Buy
2019-12-27,8473 JP ,Buy
2019-12-24,RKUNY,Buy
2019-12-24,APTV,Sell
2019-12-24,CRSP,Sell
2019-12-24,PRLB,Buy
2019-12-24,TREE,Buy
2019-12-24,IONS,Sell
2019-12-24,REGN,Sell
2019-12-24,TDOC,Sell
2019-12-24,SPLK,Sell
2019-12-24,TRU,Sell
2019-12-24,TSM,Sell
2019-12-24,Z,Sell
2019-12-23,AMZN,Buy
2019-12-23,KTOS,Buy
2019-12-23,RKUNY,Buy
2019-12-23,TER,Sell
2019-12-23,TRMB,Buy
2019-12-23,TSLA,Sell
2019-12-23,XLNX,Buy
2019-12-23,AYX,Buy
2019-12-23,ROKU,Buy
2019-12-23,SE,Buy
2019-12-23,TTD,Sell
2019-12-23,TWLO,Buy
2019-12-23,ZS,Buy
2019-12-23,APTV,Sell
2019-12-23,CRSP,Sell
2019-12-23,NFLX,Buy
2019-12-23,NVTA,Buy
2019-12-23,TREE,Buy
2019-12-23,Z,Sell
2019-12-23,BMY,Sell
2019-12-23,CERS,Buy
2019-12-23,AAPL,Sell
2019-12-23,NDAQ,Sell
2019-12-23,NVDA,Sell
2019-12-23,PYPL,Buy
2019-12-23,TSM,Sell
2019-12-23,WDAY,Buy
2019-12-20,DE,Buy
2019-12-20,PRLB,Buy
2019-12-20,TSLA,Sell
2019-12-20,XLNX,Buy
2019-12-20,APTV,Sell
2019-12-20,CLLS,Sell
2019-12-20,NTLA,Buy
2019-12-20,NVTA,Buy
2019-12-20,PACB,Buy
2019-12-20,REGN,Sell
2019-12-19,CLDR,Sell
2019-12-19,SNAP,Buy
2019-12-19,TDOC,Sell
2019-12-19,VCYT,Sell
2019-12-19,APTV,Sell
2019-12-19,ROKU,Buy
2019-12-19,TREE,Buy
2019-12-19,CLLS,Sell
2019-12-19,EDIT,Sell
2019-12-19,NTLA,Buy
2019-12-19,PACB,Buy
2019-12-18,CLLS,Sell
2019-12-18,EDIT,Sell
2019-12-18,NTLA,Buy
2019-12-18,PACB,Buy
2019-12-13,BIDU,Sell
2019-12-13,TREE,Buy
2019-12-13,TWTR,Buy
2019-12-13,APTV,Sell
2019-12-13,EDIT,Sell
2019-12-13,NTLA,Sell
2019-12-13,NVTA,Buy
2019-12-13,VCYT,Sell
2019-12-12,IRDM,Buy
2019-12-12,SSYS,Buy
2019-12-12,TER,Sell
2019-12-12,AYX,Buy
2019-12-12,TREE,Buy
2019-12-12,TSLA,Sell
2019-12-12,Z,Sell
2019-12-12,EDIT,Sell
2019-12-12,NTLA,Sell
2019-12-12,NVTA,Buy
2019-12-12,VCYT,Sell
2019-12-12,CRSP,Sell
2019-12-11,TSLA,Sell
2019-12-11,TWTR,Buy
2019-12-11,TREE,Buy
2019-12-11,3938 JP,Sell
2019-12-11,4689 JP,Buy
2019-12-11,AAPL,Sell
2019-12-09,ANSS,Sell
2019-12-09,IRDM,Buy
2019-12-09,NVDA,Sell
2019-12-09,PRLB,Buy
2019-12-09,SPLK,Sell
2019-12-09,SSYS,Buy
2019-12-09,TER,Sell
2019-12-09,XLNX,Buy
2019-12-09,AMD,Sell
2019-12-09,GBTC,Buy
2019-12-09,NTLA,Sell
2019-12-09,NVTA,Buy
2019-12-09,TDOC,Sell
2019-12-09,DOCU,Buy
2019-12-09,INTU,Sell
2019-12-09,TSM,Sell
2019-12-04,TSLA,Sell
2019-12-04,WDAY,Buy
2019-12-04,ZS,Buy
2019-12-04,CRM,Buy
2019-12-04,CRSP,Sell
2019-12-04,CDNA,Buy
2019-12-04,PACB,Buy
2019-12-02,ADBE,Sell
2019-12-02,AMD,Sell
2019-12-02,NVDA,Sell
2019-12-02,PINS,Buy
2019-12-02,ROKU,Buy
2019-12-02,SPLK,Sell
2019-12-02,TTD,Buy
2019-12-02,TWLO,Buy
2019-12-02,APTV,Buy
2019-12-02,IRDM,Buy
2019-12-02,CDNA,Buy
2019-12-02,CRSP,Sell
2019-12-02,ILMN,Buy
2019-12-02,PACB,Buy
2019-12-02,GWRE,Sell
2019-12-02,SQ,Buy
2019-11-26,AYX,Buy
2019-11-26,CLDR,Sell
2019-11-22,SPLK,Sell
2019-11-22,TSLA,Buy
2019-11-22,SI,Buy
2019-11-21,SI,Buy
2019-11-20,3938 JP,Sell
2019-11-20,SI,Buy
2019-11-19,CRSP,Sell
2019-11-19,Z,Buy
2019-11-14,SSYS,Buy
2019-11-14,TSLA,Sell
2019-11-13,CERS,Buy
2019-11-12,Z1P AU,Buy
2019-11-12,DSY SJ,Buy
2019-11-12,CERS,Buy
2019-11-12,PACB,Buy
2019-11-12,TDOC,Sell
2019-11-12,XONE,Buy
